table_name,original,perturbed,all_columns,method,timestamp
SG_CSV0000000000001714__20,respondent_id,RESPONDENT_ID,"rankmostimptchild_new_1,ban_children3,ban_q28,ban_q437,ban_age",llm,2025-11-17T05:59:20.249646
SG_CSV0000000000001714__20,yearbornin_1_slice,YEARBORNIN_1_SLICE,"rankmostimptchild_new_1,ban_children3,ban_q28,ban_q437,ban_age",llm,2025-11-17T05:59:21.249652
SG_CSV0000000000001714__20,highestlevel,highestlevel,"rankmostimptchild_new_1,ban_children3,ban_q28,ban_q437,ban_age",llm,2025-11-17T05:59:22.257211
SG_CSV0000000000000043,entity_name,entity,"issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description",llm,2025-11-17T05:59:23.253480
SG_CSV0000000000000043,postal_code,postal-code,"issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description",llm,2025-11-17T05:59:24.254468
SG_CSV0000000000000043,street_name,STREET_NAME,"issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description",llm,2025-11-17T05:59:25.255162
UK_CSV0000000000003896__1,Provider Code,provider _code,"Varicose Vein Post-Op Q Left Front Count,Varicose Vein Pre-Op Q Clothing,Varicose Vein Post-Op Q Left Discolour,Pre-Op Q Activity,Varicose Vein Post-Op Q Right Back Count",llm,2025-11-17T05:59:26.252375
UK_CSV0000000000003896__1,Varicose Vein AVVQ Post-Op Q Predicted,varicose Vein AVVQ Post-Op Q Predicted,"Varicose Vein Post-Op Q Left Front Count,Varicose Vein Pre-Op Q Clothing,Varicose Vein Post-Op Q Left Discolour,Pre-Op Q Activity,Varicose Vein Post-Op Q Right Back Count",llm,2025-11-17T05:59:27.256938
UK_CSV0000000000003896__1,Varicose Vein EQ5D Index Post-Op Q Predicted,varicose Vein EQ5D Index Post-Op Q Predicted,"Varicose Vein Post-Op Q Left Front Count,Varicose Vein Pre-Op Q Clothing,Varicose Vein Post-Op Q Left Discolour,Pre-Op Q Activity,Varicose Vein Post-Op Q Right Back Count",llm,2025-11-17T05:59:28.259991
UK_CSV0000000000006676__7,Provider Code,Provid,"Revision Flag,Pre-Op Q Living Arrangements,Post-Op Q Sucess,Pre-Op Q EQ VAS,Hip Replacement Post-Op Q Transport",llm,2025-11-17T05:59:29.256437
UK_CSV0000000000006676__7,Kidney Disease,kidney _disease,"Revision Flag,Pre-Op Q Living Arrangements,Post-Op Q Sucess,Pre-Op Q EQ VAS,Hip Replacement Post-Op Q Transport",llm,2025-11-17T05:59:30.257768
UK_CSV0000000000006676__7,Hip Replacement EQ VAS Post-Op Q Predicted,Hip Re,"Revision Flag,Pre-Op Q Living Arrangements,Post-Op Q Sucess,Pre-Op Q EQ VAS,Hip Replacement Post-Op Q Transport",llm,2025-11-17T05:59:31.258040
SG_CSV0000000000000925__2,respondent_id,respondent-id,"ban_age,socialnetwork_1_slice,md_segment,livinginsg_3_slice,ban_q434",llm,2025-11-17T05:59:32.258768
SG_CSV0000000000000925__2,sliderliberty_1_slice,sliderliberty-1-slice,"ban_age,socialnetwork_1_slice,md_segment,livinginsg_3_slice,ban_q434",llm,2025-11-17T05:59:33.261516
SG_CSV0000000000000925__2,ban_occupation_status2,BAN_OCCUPATION_STATUS2,"ban_age,socialnetwork_1_slice,md_segment,livinginsg_3_slice,ban_q434",llm,2025-11-17T05:59:34.257336
SG_CSV0000000000000925__10,occstatus,occstatus,"ban_occupation_status5,ban_occupation_status2,ban_q18_q191,occstatus,ban_occupation_status4",llm,2025-11-17T05:59:35.267327
SG_CSV0000000000000925__10,sliderliberty_1_slice,SLIDERLIBERTY_1_SLICE,"ban_occupation_status5,ban_occupation_status2,ban_q18_q191,occstatus,ban_occupation_status4",llm,2025-11-17T05:59:36.260654
SG_CSV0000000000000925__10,ban_occupation_status5,ban_oc,"ban_occupation_status5,ban_occupation_status2,ban_q18_q191,occstatus,ban_occupation_status4",llm,2025-11-17T05:59:37.261289
UK_CSV0000000000002010__28,Provider Code,provider _code,"Knee Replacement Post-Op Q Work,Knee Replacement Post-Op Q Night Pain,Knee Replacement EQ 5D Index Post-Op Q Predicted,Knee Replacement Pre-Op Q Walking,Knee Replacement Post-Op Q Confidence",llm,2025-11-17T05:59:38.260322
UK_CSV0000000000002010__28,Knee Replacement Post-Op Q Confidence,knee Replacement Post-Op Q Confidence,"Knee Replacement Post-Op Q Work,Knee Replacement Post-Op Q Night Pain,Knee Replacement EQ 5D Index Post-Op Q Predicted,Knee Replacement Pre-Op Q Walking,Knee Replacement Post-Op Q Confidence",llm,2025-11-17T05:59:39.263569
UK_CSV0000000000002010__28,Knee Replacement OKS Post-Op Q Predicted,knee _replacement _o_k_s _post-_op _q _predicted,"Knee Replacement Post-Op Q Work,Knee Replacement Post-Op Q Night Pain,Knee Replacement EQ 5D Index Post-Op Q Predicted,Knee Replacement Pre-Op Q Walking,Knee Replacement Post-Op Q Confidence",llm,2025-11-17T05:59:40.264662
UK_CSV0000000000002008__32,qd12_8_other,qd12-8-other,"Locale,QD1_2,qe10_10,qc1_5_2,qj3_1",llm,2025-11-17T05:59:41.283842
UK_CSV0000000000002008__32,Locale,locale,"Locale,QD1_2,qe10_10,qc1_5_2,qj3_1",llm,2025-11-17T05:59:42.264565
UK_CSV0000000000002008__32,QD1_2,q_d1_2,"Locale,QD1_2,qe10_10,qc1_5_2,qj3_1",llm,2025-11-17T05:59:43.266164
SG_CSV0000000000000096__0,user_identifier,USER_IDENTIFIER,"user_identifier,ban_occupation_role6,md_segment,levelsch,socialnetwork_2_slice",llm,2025-11-17T05:59:44.270867
SG_CSV0000000000000096__0,sliderliberty_1_slice,slider,"user_identifier,ban_occupation_role6,md_segment,levelsch,socialnetwork_2_slice",llm,2025-11-17T05:59:45.268523
SG_CSV0000000000000096__0,yearbornin_1_slice,yearbo,"user_identifier,ban_occupation_role6,md_segment,levelsch,socialnetwork_2_slice",llm,2025-11-17T05:59:46.267000
UK_CSV0000000000003896__3,Provider Code,Provid,"Varicose Vein Post-Op Q Left Front Count,Varicose Vein Pre-Op Q Clothing,Varicose Vein Post-Op Q Left Discolour,Pre-Op Q Activity,Varicose Vein Post-Op Q Right Back Count",llm,2025-11-17T05:59:47.268918
UK_CSV0000000000003896__3,Varicose Vein AVVQ Post-Op Q Predicted,Varico,"Varicose Vein Post-Op Q Left Front Count,Varicose Vein Pre-Op Q Clothing,Varicose Vein Post-Op Q Left Discolour,Pre-Op Q Activity,Varicose Vein Post-Op Q Right Back Count",llm,2025-11-17T05:59:48.272468
UK_CSV0000000000003896__3,Varicose Vein EQ5D Index Post-Op Q Predicted,varicose Vein EQ5D Index Post-Op Q Predicted,"Varicose Vein Post-Op Q Left Front Count,Varicose Vein Pre-Op Q Clothing,Varicose Vein Post-Op Q Left Discolour,Pre-Op Q Activity,Varicose Vein Post-Op Q Right Back Count",llm,2025-11-17T05:59:49.267394
UK_CSV0000000000000964__8,Service_Type_Other_Details,service_Type_Other_Details,"received_date,Auth_Description,Op_Name,Short Notice,Description",llm,2025-11-17T05:59:50.268437
UK_CSV0000000000000964__8,Op_Name,Op_NName,"received_date,Auth_Description,Op_Name,Short Notice,Description",llm,2025-11-17T05:59:51.271936
UK_CSV0000000000000964__8,received_date,RECEIVED_DATE,"received_date,Auth_Description,Op_Name,Short Notice,Description",llm,2025-11-17T05:59:52.271124
SG_CSV0000000000001714__41,yearbornin_1_slice1,yearbornin-1-slice1,"country,q20_q214,yearbornin_1_slice1,hhi,ban_q18_q192",llm,2025-11-17T05:59:53.271376
SG_CSV0000000000001714__41,hhi,hhi,"country,q20_q214,yearbornin_1_slice1,hhi,ban_q18_q192",llm,2025-11-17T05:59:54.272433
SG_CSV0000000000001714__41,q20_q214,q20_q2,"country,q20_q214,yearbornin_1_slice1,hhi,ban_q18_q192",llm,2025-11-17T05:59:55.274670
UK_CSV0000000000005605__23,REGION,region,"ElecValFlag2008,ElecValFlag2019,MAIN_HEAT_FUEL,Gcons2013,ElecValFlag2014",llm,2025-11-17T05:59:56.275161
UK_CSV0000000000005605__23,PROP_AGE_BAND,p_r_o_p__a_g_e__b_a_n_d,"ElecValFlag2008,ElecValFlag2019,MAIN_HEAT_FUEL,Gcons2013,ElecValFlag2014",llm,2025-11-17T05:59:57.273801
UK_CSV0000000000005605__23,MAIN_HEAT_FUEL,MAIN_H,"ElecValFlag2008,ElecValFlag2019,MAIN_HEAT_FUEL,Gcons2013,ElecValFlag2014",llm,2025-11-17T05:59:58.276107
SG_CSV0000000000001356,proportion,proportion,"year,industry1,industry2,sick_leave,proportion",llm,2025-11-17T05:59:59.368784
SG_CSV0000000000001356,industry2,INDUSTRY2,"year,industry1,industry2,sick_leave,proportion",llm,2025-11-17T06:00:00.275865
SG_CSV0000000000001356,year,year,"year,industry1,industry2,sick_leave,proportion",llm,2025-11-17T06:00:01.282439
UK_CSV0000000000008169,Service_Type_Other_Details,Servic,"Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No",llm,2025-11-17T06:00:02.278300
UK_CSV0000000000008169,reg_code,REG_CODE,"Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No",llm,2025-11-17T06:00:03.277869
UK_CSV0000000000008169,Op_ID,op_ID,"Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No",llm,2025-11-17T06:00:04.278252
UK_CSV0000000000002010__11,Provider Code,Provid,"Knee Replacement Pre-Op Q Kneeling,Knee Replacement Pre-Op Q Shopping,Pre-Op Q Symptom Period,Knee Replacement Post-Op Q Score,Kidney Disease",llm,2025-11-17T06:00:05.279145
UK_CSV0000000000002010__11,Knee Replacement Post-Op Q Confidence,knee _replacement _post-_op _q _confidence,"Knee Replacement Pre-Op Q Kneeling,Knee Replacement Pre-Op Q Shopping,Pre-Op Q Symptom Period,Knee Replacement Post-Op Q Score,Kidney Disease",llm,2025-11-17T06:00:06.279771
UK_CSV0000000000002010__11,Kidney Disease,Kidney,"Knee Replacement Pre-Op Q Kneeling,Knee Replacement Pre-Op Q Shopping,Pre-Op Q Symptom Period,Knee Replacement Post-Op Q Score,Kidney Disease",llm,2025-11-17T06:00:07.277185
UK_CSV0000000000007396__24,Knee Replacement OKS Post-Op Q Predicted,Knee R,"Knee Replacement Post-Op Q Work,Knee Replacement Pre-Op Q Shopping,Knee Replacement Pre-Op Q Transport,Knee Replacement Post-Op Q Walking,Post-Op Q Mobility",llm,2025-11-17T06:00:08.279495
UK_CSV0000000000007396__24,Knee Replacement Post-Op Q Work,knee _replacement _post-_op _q _work,"Knee Replacement Post-Op Q Work,Knee Replacement Pre-Op Q Shopping,Knee Replacement Pre-Op Q Transport,Knee Replacement Post-Op Q Walking,Post-Op Q Mobility",llm,2025-11-17T06:00:09.288181
UK_CSV0000000000007396__24,Knee Replacement Pre-Op Q Shopping,knee Replacement Pre-Op Q Shopping,"Knee Replacement Post-Op Q Work,Knee Replacement Pre-Op Q Shopping,Knee Replacement Pre-Op Q Transport,Knee Replacement Post-Op Q Walking,Post-Op Q Mobility",llm,2025-11-17T06:00:10.280899
UK_CSV0000000000003634,Service_Type_Other_Details,service_Type_Other_Details,"Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No",llm,2025-11-17T06:00:11.286309
UK_CSV0000000000003634,reg_code,REG_CODE,"Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No",llm,2025-11-17T06:00:12.281788
UK_CSV0000000000003634,Op_ID,op_ID,"Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No",llm,2025-11-17T06:00:13.283374
UK_CSV0000000000008229__5,Post-Op Q EQ5D Index Profile,post-_op _q _e_q5_d _index _profile,"Procedure,Post-Op Q Urine,Pre-Op Q Disability,Post-Op Q Bleeding,Pre-Op Q Mobility",llm,2025-11-17T06:00:14.282905
UK_CSV0000000000008229__5,Post-Op Q Assisted By,post-Op Q Assisted By,"Procedure,Post-Op Q Urine,Pre-Op Q Disability,Post-Op Q Bleeding,Pre-Op Q Mobility",llm,2025-11-17T06:00:15.311742
UK_CSV0000000000011378,Crime ID,crime _i_d,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:00:16.283686
UK_CSV0000000000011378,LSOA code,lSOA code,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:00:17.290295
UK_CSV0000000000011378,LSOA name,l_s_o_a name,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:00:18.286944
UK_CSV0000000000002183__2,unit_id,unit_i,"Packet Loss - peak,iPlayerStartupDelay24hr,NetflixHD24hr,Download - 24 max (ave),YouTubeUHD24hr",llm,2025-11-17T06:00:19.288323
UK_CSV0000000000002183__2,Download - 23pm-00midnight,Downlo,"Packet Loss - peak,iPlayerStartupDelay24hr,NetflixHD24hr,Download - 24 max (ave),YouTubeUHD24hr",llm,2025-11-17T06:00:20.287174
UK_CSV0000000000002183__2,Region,Region,"Packet Loss - peak,iPlayerStartupDelay24hr,NetflixHD24hr,Download - 24 max (ave),YouTubeUHD24hr",llm,2025-11-17T06:00:21.288221
UK_CSV0000000000007396__14,Knee Replacement Post-Op Q Confidence,Knee R,"Post-Op Q Bleeding,Post-Op Q EQ5D Index Profile,Knee Replacement OKS Post-Op Q Predicted,Post-Op Q Sucess,Post-Op Q Activity",llm,2025-11-17T06:00:22.292906
UK_CSV0000000000007396__14,Knee Replacement OKS Post-Op Q Predicted,knee _replacement _o_k_s _post-_op _q _predicted,"Post-Op Q Bleeding,Post-Op Q EQ5D Index Profile,Knee Replacement OKS Post-Op Q Predicted,Post-Op Q Sucess,Post-Op Q Activity",llm,2025-11-17T06:00:23.289607
UK_CSV0000000000007396__14,Post-Op Q EQ5D Index Profile,post-Op Q EQ5D Index Profile,"Post-Op Q Bleeding,Post-Op Q EQ5D Index Profile,Knee Replacement OKS Post-Op Q Predicted,Post-Op Q Sucess,Post-Op Q Activity",llm,2025-11-17T06:00:24.289621
SG_CSV0000000000000158,avg_days_per_absentee,avg-days-per-absentee,"year,industry1,industry2,sick_leave,avg_days_per_absentee",llm,2025-11-17T06:00:25.291106
SG_CSV0000000000000158,avg_days_per_employee,avg_da,"year,industry1,industry2,sick_leave,avg_days_per_absentee",llm,2025-11-17T06:00:26.290227
SG_CSV0000000000000158,industry2,INDUSTRY2,"year,industry1,industry2,sick_leave,avg_days_per_absentee",llm,2025-11-17T06:00:27.290687
UK_CSV0000000000000108,Crime ID,crime ID,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:00:28.292389
UK_CSV0000000000000108,LSOA code,l_s_o_a code,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:00:29.292751
UK_CSV0000000000000108,LSOA name,LSOA n,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:00:30.294507
UK_CSV0000000000007951,reg_code,REG_CODE,"Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No",llm,2025-11-17T06:00:31.293508
UK_CSV0000000000007951,Op_ID,op_ID,"Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No",llm,2025-11-17T06:00:32.296911
UK_CSV0000000000007951,Op_Name,op_Name,"Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No",llm,2025-11-17T06:00:33.295010
SG_CSV0000000000000044__0,postal_code,postal,"no_of_charges,address_type,business_constitution_description,registration_incorporation_date,uen",llm,2025-11-17T06:00:34.295224
SG_CSV0000000000000044__0,secondary_ssic_code,SECONDARY_SSIC_CODE,"no_of_charges,address_type,business_constitution_description,registration_incorporation_date,uen",llm,2025-11-17T06:00:35.319829
SG_CSV0000000000000044__0,uen,UEN,"no_of_charges,address_type,business_constitution_description,registration_incorporation_date,uen",llm,2025-11-17T06:00:36.297499
UK_CSV0000000000000964__3,reg_code,REG_CODE,"Auth_Description,reg_code,Subsidies_Description",llm,2025-11-17T06:00:37.296763
UK_CSV0000000000000964__3,Subsidies_Description,subsidies_Description,"Auth_Description,reg_code,Subsidies_Description",llm,2025-11-17T06:00:38.298441
UK_CSV0000000000000964__3,Auth_Description,Auth_D,"Auth_Description,reg_code,Subsidies_Description",llm,2025-11-17T06:00:39.300174
UK_CSV0000000000007781,AphiaId,aphiaId,"RecordKey,SurveyKey,SurveyName,SampleKey,StartDate",llm,2025-11-17T06:00:40.298749
UK_CSV0000000000007781,LocationName,location_name,"RecordKey,SurveyKey,SurveyName,SampleKey,StartDate",llm,2025-11-17T06:00:41.302381
UK_CSV0000000000007781,RecordKey,recordKey,"RecordKey,SurveyKey,SurveyName,SampleKey,StartDate",llm,2025-11-17T06:00:42.299578
UK_CSV0000000000003896__12,Provider Code,provider Code,"Varicose Vein Post-Op Q Right Ulcer,Pre-Op Q EQ VAS,Varicose Vein Pre-Op Q Painkiller Days,Varicose Vein Post-Op Q Right Pain Days,Varicose Vein Pre-Op Q Right Rash",llm,2025-11-17T06:00:43.300126
UK_CSV0000000000003896__12,Varicose Vein EQ5D Index Post-Op Q Predicted,varicose _vein _e_q5_d _index _post-_op _q _predicted,"Varicose Vein Post-Op Q Right Ulcer,Pre-Op Q EQ VAS,Varicose Vein Pre-Op Q Painkiller Days,Varicose Vein Post-Op Q Right Pain Days,Varicose Vein Pre-Op Q Right Rash",llm,2025-11-17T06:00:44.481296
UK_CSV0000000000003896__12,Pre-Op Q EQ5D Index Profile,Pre-Op,"Varicose Vein Post-Op Q Right Ulcer,Pre-Op Q EQ VAS,Varicose Vein Pre-Op Q Painkiller Days,Varicose Vein Post-Op Q Right Pain Days,Varicose Vein Pre-Op Q Right Rash",llm,2025-11-17T06:00:45.303708
UK_CSV0000000000005621__14,Organisation Name,organisation Name,"Legal Status,Main diagnostic category on admission,Variable Type,Considered for discharge through CTO,Reason for not using advocacy",llm,2025-11-17T06:00:46.305499
UK_CSV0000000000005621__14,Main diagnostic category on admission,Main d,"Legal Status,Main diagnostic category on admission,Variable Type,Considered for discharge through CTO,Reason for not using advocacy",llm,2025-11-17T06:00:47.304500
UK_CSV0000000000005621__14,Legal Status,Legal,"Legal Status,Main diagnostic category on admission,Variable Type,Considered for discharge through CTO,Reason for not using advocacy",llm,2025-11-17T06:00:48.304045
UK_CSV0000000000011359,Organisation Name,OrgaName,"Reporting level,Reporting level2,Reporting level3,Code,Organisation Name",llm,2025-11-17T06:00:49.306153
UK_CSV0000000000011359,Code,code,"Reporting level,Reporting level2,Reporting level3,Code,Organisation Name",llm,2025-11-17T06:00:50.305299
UK_CSV0000000000011359,Ethnicity,ethnicity,"Reporting level,Reporting level2,Reporting level3,Code,Organisation Name",llm,2025-11-17T06:00:51.334225
UK_CSV0000000000003896__23,Varicose Vein Pre-Op Q Score,varicose Vein Pre-Op Q Score,"Varicose Vein Post-Op Q Left Support,Post-Op Q Anxiety,Pre-Op Q Discomfort,Varicose Vein Post-Op Q Right Pain Days,Varicose Vein Pre-Op Q Score",llm,2025-11-17T06:00:52.306393
UK_CSV0000000000003896__23,Post-Op Q EQ5D Index Profile,post-_op _q _e_q5_d _index _profile,"Varicose Vein Post-Op Q Left Support,Post-Op Q Anxiety,Pre-Op Q Discomfort,Varicose Vein Post-Op Q Right Pain Days,Varicose Vein Pre-Op Q Score",llm,2025-11-17T06:00:53.316561
UK_CSV0000000000003896__23,Pre-Op Q EQ5D Index Profile,Pre-Op,"Varicose Vein Post-Op Q Left Support,Post-Op Q Anxiety,Pre-Op Q Discomfort,Varicose Vein Post-Op Q Right Pain Days,Varicose Vein Pre-Op Q Score",llm,2025-11-17T06:00:54.306611
UK_CSV0000000000008464,Crime ID,crime ID,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:00:55.309031
UK_CSV0000000000008464,LSOA code,lSOA code,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:00:56.308762
UK_CSV0000000000008464,LSOA name,lSOA name,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:00:57.309168
UK_CSV0000000000005854__19,% with accommodation status recorded,% with accommodation status recorded,"CPA reviews,% people subject to MHA,% contacts DNA,Month,Bed days",llm,2025-11-17T06:00:58.314757
UK_CSV0000000000005854__19,People with ethnicity recorded,People with ethnicity recorded,"CPA reviews,% people subject to MHA,% contacts DNA,Month,Bed days",llm,2025-11-17T06:00:59.309793
UK_CSV0000000000005854__19,Provider Name,ProvName,"CPA reviews,% people subject to MHA,% contacts DNA,Month,Bed days",llm,2025-11-17T06:01:00.325581
SG_CSV0000000000009485__30,yearbornin_1_slice1,YEARBORNIN_1_SLICE1,"nation,yearbornin_1_slice1,hhi,ban_gender,ban_children4",llm,2025-11-17T06:01:01.312028
SG_CSV0000000000009485__30,hhi,hhi,"nation,yearbornin_1_slice1,hhi,ban_gender,ban_children4",llm,2025-11-17T06:01:02.318185
SG_CSV0000000000009485__30,q20_q214,Q20_Q214,"nation,yearbornin_1_slice1,hhi,ban_gender,ban_children4",llm,2025-11-17T06:01:03.315289
UK_CSV0000000000002010__18,Kidney Disease,Kidney,"Post-Op Q Activity,Stroke,Kidney Disease,Knee Replacement Post-Op Q Transport,Pre-Op Q Activity",llm,2025-11-17T06:01:04.315377
UK_CSV0000000000002010__18,Knee Replacement Post-Op Q Transport,knee Replacement Post-Op Q Transport,"Post-Op Q Activity,Stroke,Kidney Disease,Knee Replacement Post-Op Q Transport,Pre-Op Q Activity",llm,2025-11-17T06:01:05.315239
UK_CSV0000000000002010__18,Knee Replacement Pre-Op Q Kneeling,knee _replacement _pre-_op _q _kneeling,"Post-Op Q Activity,Stroke,Kidney Disease,Knee Replacement Post-Op Q Transport,Pre-Op Q Activity",llm,2025-11-17T06:01:06.326962
UK_CSV0000000000006968,Crime ID,CrimID,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:01:07.321149
UK_CSV0000000000006968,LSOA code,lSOA code,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:01:08.321262
UK_CSV0000000000006968,LSOA name,LSOA n,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:01:09.317305
UK_CSV0000000000007396__16,Provider Code,provider Code,"Knee Replacement Post-Op Q Score,Year,Provider Code,Post-Op Q EQ VAS,Knee Replacement Pre-Op Q Standing",llm,2025-11-17T06:01:10.317518
UK_CSV0000000000007396__16,Pre-Op Q EQ VAS,Pre-Op,"Knee Replacement Post-Op Q Score,Year,Provider Code,Post-Op Q EQ VAS,Knee Replacement Pre-Op Q Standing",llm,2025-11-17T06:01:11.319985
UK_CSV0000000000007396__16,Post-Op Q EQ VAS,post-Op Q EQ VAS,"Knee Replacement Post-Op Q Score,Year,Provider Code,Post-Op Q EQ VAS,Knee Replacement Pre-Op Q Standing",llm,2025-11-17T06:01:12.319323
UK_CSV0000000000002183__17,Download - 23pm-00midnight,Downlo,"Upload - 24 max (ave),Download - 24 min(ave),NetflixFailed24hr,Download - 21-22pm,rural_weight",llm,2025-11-17T06:01:13.324422
UK_CSV0000000000002183__17,Country,Countr,"Upload - 24 max (ave),Download - 24 min(ave),NetflixFailed24hr,Download - 21-22pm,rural_weight",llm,2025-11-17T06:01:14.320757
UK_CSV0000000000002183__17,Download - 24 min(ave),download - 24 min(ave),"Upload - 24 max (ave),Download - 24 min(ave),NetflixFailed24hr,Download - 21-22pm,rural_weight",llm,2025-11-17T06:01:15.330135
UK_CSV0000000000010685,Crime ID,crime _i_d,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:01:16.328295
UK_CSV0000000000010685,LSOA code,l_s_o_a code,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:01:17.323318
UK_CSV0000000000010685,LSOA name,LSOA n,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:01:18.323587
SG_CSV0000000000000048__4,street_name,street-name,"entity_type_description,secondary_ssic_code,secondary_ssic_description,street_name,registration_incorporation_date",llm,2025-11-17T06:01:19.324371
SG_CSV0000000000000048__4,entity_type_description,entity,"entity_type_description,secondary_ssic_code,secondary_ssic_description,street_name,registration_incorporation_date",llm,2025-11-17T06:01:20.325622
SG_CSV0000000000000048__4,secondary_ssic_code,secondary-ssic-code,"entity_type_description,secondary_ssic_code,secondary_ssic_description,street_name,registration_incorporation_date",llm,2025-11-17T06:01:21.325173
UK_CSV0000000000005854__32,% with accommodation status recorded,% with accommodation status recorded,"% people assigned to cluster,People outside review period,% with accommodation status recorded,Discharges from hospital,People with a crisis plan in place",llm,2025-11-17T06:01:22.326600
UK_CSV0000000000005854__32,People outside review period,People,"% people assigned to cluster,People outside review period,% with accommodation status recorded,Discharges from hospital,People with a crisis plan in place",llm,2025-11-17T06:01:23.328618
UK_CSV0000000000005854__32,Provider Name,ProvName,"% people assigned to cluster,People outside review period,% with accommodation status recorded,Discharges from hospital,People with a crisis plan in place",llm,2025-11-17T06:01:24.329118
UK_CSV0000000000003896__20,Varicose Vein Pre-Op Q Score,varicose _vein _pre-_op _q _score,"Varicose Vein Post-Op Q Left Support,Post-Op Q Anxiety,Pre-Op Q Discomfort,Varicose Vein Post-Op Q Right Pain Days,Varicose Vein Pre-Op Q Score",llm,2025-11-17T06:01:25.328728
UK_CSV0000000000003896__20,Pre-Op Q EQ5D Index Profile,pre-_op _q _e_q5_d _index _profile,"Varicose Vein Post-Op Q Left Support,Post-Op Q Anxiety,Pre-Op Q Discomfort,Varicose Vein Post-Op Q Right Pain Days,Varicose Vein Pre-Op Q Score",llm,2025-11-17T06:01:26.337708
UK_CSV0000000000003896__20,Post-Op Q EQ5D Index Profile,post-Op Q EQ5D Index Profile,"Varicose Vein Post-Op Q Left Support,Post-Op Q Anxiety,Pre-Op Q Discomfort,Varicose Vein Post-Op Q Right Pain Days,Varicose Vein Pre-Op Q Score",llm,2025-11-17T06:01:27.326432
UK_CSV0000000000007659,Crime ID,CrimID,"Outcome type,Month,Crime ID,Latitude,Longitude",llm,2025-11-17T06:01:28.331366
UK_CSV0000000000007659,Outcome type,Outcome type,"Outcome type,Month,Crime ID,Latitude,Longitude",llm,2025-11-17T06:01:29.331971
UK_CSV0000000000007659,Longitude,Longitude,"Outcome type,Month,Crime ID,Latitude,Longitude",llm,2025-11-17T06:01:30.331080
UK_CSV0000000000002183__13,DNS Rate - peak,dNS Rate - peak,"YouTubeFailed24hr,iPlayerUHD24hr,NetflixFailed24hr,NetflixFailedPeak,Natweight",llm,2025-11-17T06:01:31.333718
UK_CSV0000000000002183__13,Latency - peak,Latenc,"YouTubeFailed24hr,iPlayerUHD24hr,NetflixFailed24hr,NetflixFailedPeak,Natweight",llm,2025-11-17T06:01:32.335950
UK_CSV0000000000002183__13,DNS Rate - 24h,d_n_s _rate - 24h,"YouTubeFailed24hr,iPlayerUHD24hr,NetflixFailed24hr,NetflixFailedPeak,Natweight",llm,2025-11-17T06:01:33.333418
UK_CSV0000000000003467__14,unit_id,unit-id,"Peak - Netflix HD,24 hour - Youtube HD,Peak - iPlayer UHD,Peak- Netflix Start-up delay,Peak - Youtube SD",llm,2025-11-17T06:01:34.332606
UK_CSV0000000000003467__14,Market Class,market Class,"Peak - Netflix HD,24 hour - Youtube HD,Peak - iPlayer UHD,Peak- Netflix Start-up delay,Peak - Youtube SD",llm,2025-11-17T06:01:35.339937
UK_CSV0000000000003467__14,24 hr average download speed,24 HR AVERAGE DOWNLOAD SPEED,"Peak - Netflix HD,24 hour - Youtube HD,Peak - iPlayer UHD,Peak- Netflix Start-up delay,Peak - Youtube SD",llm,2025-11-17T06:01:36.342013
UK_CSV0000000000006676__1,Kidney Disease,kidney Disease,"Procedure,Stroke,Pre-Op Q Mobility,Pre-Op Q EQ5D Index,Post-Op Q EQ5D Index",llm,2025-11-17T06:01:37.336716
